Link,Product Name,SKU,Image Link,Five Star,Review Amount,Price,comment_id,comment_5_star,comment_date,comment_title,comment_text,comment_sum
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",d6840cb45493c9bdc7e25a49bcdc9b0c359576c0c0f978c3c2834b3ba5b60ebd,5,Submitted 9 months ago,"Beautiful, sleek design and works like a charm!",We love this product. Couldn't ask for a cleaner look and more effective option,
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",984f8f830ce728a5b171d64c4d94710321059f1ca667770d1f1b66e0f02031bc,5,Submitted 3 years ago,Good moat excellent,I do wish the control knows wouldn't ignite so easily.,
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",9293e16b8e01ad50427ce2706a3389780559c1ccfe83ddb5a7fa27ff42dfcb5b,5,Submitted 4 years ago,The best in business,I just got this stove just a few weeks ago and I truly am impressed with the design and functions of this gas stove. Plus I love that it's all steel through and through Jen air did not cut any corners in making this beauty.,
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",3749bee1ebeb925b5a70b3f403b863a3d52fa34914541f57185ac5446d39598c,5,Submitted 5 years ago,Uniform flame pattern and easy to clean features,We recently bought this unit and very happy with it.,
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",e84572dcb439dc18be7ef98b504f143cc1c38a94634ee2819581630636f1bd63,5,Submitted 5 years ago,Precise heat control,"The center power burner quickly sears or rapidly bring a large pot to a boil, while the simmer burner is perfect for extended simmering such as making rice or low temperature tasks such as melting butter",
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",a9a8caeb0dc7002139ffd7fed8e4cf4b50e850c7170d8c334595f7023c7733ff,5,Submitted 8 years ago,Love it !!!,"I absolutely love my new stove and highly recommend it. My cooking is great, but this sure has helped.",
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",a9a8caeb0dc7002139ffd7fed8e4cf4b50e850c7170d8c334595f7023c7733ff,5,Submitted 8 years ago,Great product.,"Easy to use, great product.",
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",a9a8caeb0dc7002139ffd7fed8e4cf4b50e850c7170d8c334595f7023c7733ff,5,Submitted 8 years ago,Update is worth it,Updated the kitchen to include the cooktop and love it. Lost the down draft which we seldom used and gained cabinet space. Cooks great with precise control and lots of heat. Xtermly easy to clean! Very happy we made the change.,
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",a9a8caeb0dc7002139ffd7fed8e4cf4b50e850c7170d8c334595f7023c7733ff,5,Submitted 8 years ago,Great product!,"I love the 6 burners and power burners. It has a beautiful look. I do love the stainless steel look, however it does scratch easily so be careful with what you use to clean it. Overall, I love this stovetop!",
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",a9a8caeb0dc7002139ffd7fed8e4cf4b50e850c7170d8c334595f7023c7733ff,5,Submitted 9 years ago,Love this product,I bought this product and I love it. It has several eyes to cook on and it doesn't take long.,
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",a9a8caeb0dc7002139ffd7fed8e4cf4b50e850c7170d8c334595f7023c7733ff,5,Submitted 9 years ago,Beautiful & Functional,I went with Jenn-Air primarily because of this cooktop. I wanted a 6 burner with controls on the side. The grids are sturdy and there are simmer & power burners. Few cooktops seem to have the controls on the side but rather in front where I find they get in the way. Love how functional & beautiful this is!,
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",dd710cfbc89e42a236e4dd2898a0b2dcdac5b40dcba4afddc6cf3628efa7787c,4,Submitted 4 years ago,mixed bag,"I have used the cooktop for a month and although I like the number of burners, I don't like the fact that they click when on lowest flame and also don't like how dirty it gets",
https://www.appliancecanada.com/products/jennair-stainless-steel-cooktop-jgc7530bs?variant=40287572525249,JennAir Gas JGC7530BS,JGC7530BS,//www.appliancecanada.com/cdn/shop/products/frbmpjsfjlmk_800x.png?v=1626960422,4.7,71,"$ 2,749.99",16a2dd3a872593902a1e39276f1800bdb42614ff16caa364938e35ed8d8326a9,4,Submitted 4 years ago,Stove top,"I bought this few months back I love the stove top , however it's very difficult to put burners back on after cleaning !!! I literally hate that !!! I'm always cleaning it cause I use it a lot . Scratches easy , don't even know how it got scratches !! I love the burner knobs their attractive and live that a light stays on letting u know burner is still on. The grates r very heavy but it's good quality so that's expected.",
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",990b951daaeb6f7ff8b14fb89de026e252b77a40c32aadc0d521c87d52094d20,5,Submitted 1 year ago,Best Dual Fuel Range,This oven is ************STARS all the way! Cooks food evenly and fast. Thanksgiving turkey was very juicy and the sides came out perfect! Bakes pies well too. Will recommend all the way. You will not be disappointed.,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",890b3d75c3fe5fae4403fb090fdaaf1fef56945061e5ef23d072bba404c11d53,5,Submitted 1 year ago,WOW!,There were so many choices for ranges it was hard to know if we were making the right one but we couldn't be happier with our JennAir range! Not only does it look stately and gorgeous it performs wonderfully! The six-burner cooktop allows me to have so much space and the oven is equally generous. I love the ability to control the oven from my phone and how it alerts me when preheating is complete. This appliance has been wonderful for our large family!,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",61b96822da6b66a2bd06a3ac4da20e0328f5dd2e17a6e5428a0e4435ac0a4f06,5,Submitted 2 years ago,Super Simmer Burners,Love the low simmer feature on all 6 burners and the classic look of the stove,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",4908abbcc9666d67bb3e67feafaad6c9856a0646cc8a6e62e001d630b309c5fd,5,Submitted 2 years ago,Enjoying the new oven/range,Our house is 15 years old. We replaced the old one with the newest dual range oven.,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",25694426fd00dd97f3ce2aa7f8c052e807d7314538f391a41728c7e2df47bd2d,5,Submitted 2 years ago,It's a new dual fuel range!,Part of a total kitchen / laundry room redo with JennAir appliances!,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",19705192a8253d47a3c47901284cba39cbb29edfe6c66735cb07c74888970812,5,Submitted 2 years ago,Beautiful and High Quality,"After a power outage destroyed our last oven/range, we purchased this one based on reviews and ratings. We're very impressed by the sturdiness of the grates and racks, and the smooth way the racks roll in and out. We love the app features too. I do miss a built-in timer, however. We can set the timer and/or cook time through the app, but our Internet is spotty at best, and the app often doesn't work, so we have no oven timer. I use either the microwave or my watch, but it would be nice to have that as a feature on the oven. My fault for not doing the research on that. Aside from that small thing, we love it!",
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",e1bec087e777e94ae726031ad4c17efc14911bbe08d6a3d75c2e33215f50e41c,5,Submitted 3 years ago,superior gas range,The Rise collection is the best grouping of appliance I have owned and the range is wonderful to cook on always giving you a superior product.,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",5aacdde834040851bc599d958ccecfeb42bfcab5b278f1552e4fd93bab4479a5,5,Submitted 3 years ago,Great and sturdy design,I bought two weeks ago and glad I made the investment. Makes my whole kitchen stand out.,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",2526c620c18174be05e572dd652ae608cd492325cce3db8976fdc03f5fbd539b,5,Submitted 3 years ago,Professional Chef Oven/Stove,We cook a lot! Excellent quality components and easy to clean!,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",9bda50afb3361b61f47bb406ef69944b701c0571c4b5f8f18ee84924433b0cb0,5,Submitted 3 years ago,"I love this stove, it is commercial quality!","I upgraded to this unit to replace it's Kitchen Aid competitor, which I had two lemons with. Jenn-Air is on another level. I own a restaurant and this stove is commercial grade quality and so much fun to cook on! I am in love and a fan for life!",
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",990b951daaeb6f7ff8b14fb89de026e252b77a40c32aadc0d521c87d52094d20,5,Submitted 1 year ago,Best Dual Fuel Range,This oven is ************STARS all the way! Cooks food evenly and fast. Thanksgiving turkey was very juicy and the sides came out perfect! Bakes pies well too. Will recommend all the way. You will not be disappointed.,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",8e17b682b6fedf5df18831503aa3934f83c843d7a3bfcf72e74ed4bd2a193905,5,Submitted 3 years ago,Being able to start timer with my iPhone,I bought the range 6 months ago but it wasn't installed until the end of July. The dealer had a hard time getting it due to COVID.,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-jdrp436hl?variant=40287573573825,JennAir Dual Fuel JDRP436HL,JDRP436HL,//www.appliancecanada.com/cdn/shop/products/frsrjqrkkoah_800x.png?v=1626959982,4.4,23,"$ 11,549.99",13e41864cc1d6343532fe1888c5eec98cdb911efc9c8d0314be17d4fed957384,5,Submitted 4 years ago,Great. Love cooking on this stove.,Redesigned my kitchen. Never cooked on gas stove but glad I changed over.,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-hood-jxw8530hs?variant=40287502893249,JennAir Range Hoods JXW8530HS,JXW8530HS,//www.appliancecanada.com/cdn/shop/products/mepacxnfrysy_800x.jpg?v=1626961493,3.8,4,"$ 2,499.99",8dbfd27ad4ce1ec8f39f60b4535a26a7842612d1dacec03befdd2da97d3e340d,5,Submitted 3 years ago,Bright and powerful!,This hood replaced one I purchased 20 years ago (I should review that one!) and it's quite an upgrade. The light is so much brighter and can be used in two ways. The fan is not quiet but quieter than many others while still performing incredibly well. Takes care of smoke as well as heat.,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-hood-jxw8530hs?variant=40287502893249,JennAir Range Hoods JXW8530HS,JXW8530HS,//www.appliancecanada.com/cdn/shop/products/mepacxnfrysy_800x.jpg?v=1626961493,3.8,4,"$ 2,499.99",3912b96bf35411d34fef49ef12188dc323b2943eacac7487fc3a3c8ee9a76a9a,4,Submitted 3 years ago,works beautifully!,We've had our new kitchen over a year now and love our exhaust hood! It clears out any smoke or smell quickly and efficiently while cooking.,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-hood-jxw8530hs?variant=40287502893249,JennAir Range Hoods JXW8530HS,JXW8530HS,//www.appliancecanada.com/cdn/shop/products/mepacxnfrysy_800x.jpg?v=1626961493,3.8,4,"$ 2,499.99",68eaf9fe9db66176e79cc0751de01f89676530ad5a06d285e7939bf70133053b,3,Submitted 2 years ago,Review for Hood,The exhaust needs more power to suck out the gases rising up from the stove.,
https://www.appliancecanada.com/products/jennair-stainless-steel-range-hood-jxw8530hs?variant=40287502893249,JennAir Range Hoods JXW8530HS,JXW8530HS,//www.appliancecanada.com/cdn/shop/products/mepacxnfrysy_800x.jpg?v=1626961493,3.8,4,"$ 2,499.99",e8bfe1ed693510570ced8b5ee70049cc4b985a77ec066ee345892f685d72cca6,3,Submitted 3 years ago,Vent Hood [Pandemic quality?],"I would have given 5 stars but there were several fit and finish issues with the pyramid and chimney. The pyramid was not symmetrical with the left side lower than the right side. The chimney just did not look right with the two pieces sleeved together. Ultimately, I built a cabinet to cover the hood to hide the imperfections.",
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",96c58bfd568d486eaacd65f9d3de362f27b78f5f4033972e4ddde3b21ad904b4,5,Submitted 1 year ago,Great Microwave,Great looking and works great . Always performs better than previous models I have had,
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",5cc1617010b1ac14ef5a949474bd6a3e2aac20b25b427b359f341c82fda4408a,5,Submitted 1 year ago,Great look and fetures,We've been using the microwave for a month and couldn't be more pleased.,
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",bf2b221e6824a600da09cd3b78fdb29a2342b4e4e52fceea79fcd2ede6e53682,5,Submitted 1 year ago,Awesome microwave,We are so happy with our new microwave in our newly remodeled kitchen! We love the drawer feature!,
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",3c13e5f8b22e37ddd0306f19bcefba7d1de620e2fbb46ad460614229b8e11714,5,Submitted 2 years ago,Fantastic microwave - sleek design,We are loving our new drawer microwave. It fits perfectly undercounter and is easy to use and keep clean.,
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",800ee1e2e80641b5018ff23d49c818e6de392dd2daa73466614559214c17860e,5,Submitted 2 years ago,Love the smooth fit in the cabinet,Bought this and it's perfect fitting right in the cabinet love the lock feature,
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",7ded3681d44d287067722115eacf56e81b1ba7e2f2bc12a5f0fa462df09d301b,5,Submitted 3 years ago,"Beautiful, Quiet, Perfection every time!","We bought this for our new home and have been using it for about 2 weeks. This is the best microwave we have ever owned. There is zero stress about 'overcooking'. Just trust the settings. It does not matter what you are cooking …. Popcorn, reheating, defrosting, melting, etc…. It's perfect every time.",
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",3e8ee047000f34959e0ad0949c15af5b32bdd5911ed8c3249a7a798eecd5d4e6,5,Submitted 4 years ago,Sleek!,"We are thrilled with our new microwave. We were looking for something that saved counter space, which this most does, it is easy to use & it's attractive, if that's not too weird to say about an appliance.",
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",44fd9c164f413cda190e3e24da8a7f58891f9ab5e1116ea269da860dbe35aa05,5,Submitted 4 years ago,not on counter,"The best part of this microwave is that it heats food beautifully and is not sitting on our counter, taking up space.",
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",16e7a380e3314a70280fa98032d84c22813c272af4d19ef954df8e7cddf4675c,4,Submitted 1 year ago,Great looks and very functional,Love it under counter but wish it didn't turn on so easily. Barely touch it and it is on,
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",bb17fed95b9461192e9e26be4e71ffd6b33c2c9e52a0a6a36c5dda6036a1973b,4,Submitted 1 year ago,Not easy to use,It's fine but some features not easy to use. Xxxxxxxx,
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",96c58bfd568d486eaacd65f9d3de362f27b78f5f4033972e4ddde3b21ad904b4,5,Submitted 1 year ago,Great Microwave,Great looking and works great . Always performs better than previous models I have had,
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",5cc1617010b1ac14ef5a949474bd6a3e2aac20b25b427b359f341c82fda4408a,5,Submitted 1 year ago,Great look and fetures,We've been using the microwave for a month and couldn't be more pleased.,
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",bf2b221e6824a600da09cd3b78fdb29a2342b4e4e52fceea79fcd2ede6e53682,5,Submitted 1 year ago,Awesome microwave,We are so happy with our new microwave in our newly remodeled kitchen! We love the drawer feature!,
https://www.appliancecanada.com/products/jennair-stainless-steel-microwave-jmdfs24jl?variant=40287398133953,JennAir Drawer JMDFS24JL,JMDFS24JL,//www.appliancecanada.com/cdn/shop/products/frioxxdjldrl_800x.png?v=1626961429,3.5,24,"$ 2,699.99",3c13e5f8b22e37ddd0306f19bcefba7d1de620e2fbb46ad460614229b8e11714,5,Submitted 2 years ago,Fantastic microwave - sleek design,We are loving our new drawer microwave. It fits perfectly undercounter and is easy to use and keep clean.,
